PN,No.,Gloss,PLa,CW-QY,C-WC,C-QS,C-LJ,C-LB,C-CJ,CE-YA,W-SZP,W- SLZ,W-DT,W-YL,E-DC,E-TS,E-HS,XZ,MD,Eka,YL,YL (old),PTB,Chinese,Frame,PB (Matisoff 2003),PN (Bradley 1979b),PLa initial,PLa rhyme,PLa tone
266.2,501,arrow (head),,ta²¹na³³mi̤²¹¹n̩²¹dy⁵⁵,,,ma²¹za²¹n̩²¹dy⁵⁵,,mɑ²¹zɑ²¹u²¹dy⁵⁵,da²¹tɕiaŋ⁵⁵ə²¹di²⁴,tsɿ⁵³n̩²¹dy²⁴,tɕĩ⁵⁵tʰou²¹,,,,mu²¹zɔ²¹ŋ̩²¹ga²¹,,lo²¹kʰɛ˞²¹tɛ˞³³zo²¹,mu²¹jon²¹də⁵⁵,muɛ³³ɛ²¹mə²²kʰu³³dzu²¹,,,,箭头,个,ʔ-dzan¹,*C-can¹,,,
,502,cage,,ty⁵⁵,ty⁵⁵,,kɛ²¹ty⁵⁵,,ty⁵⁵,lo̠ŋ²¹tsɿ³³,a⁴⁴ni³³ty²⁴,loŋ²¹tsɿ²¹,by²⁴,loŋ²¹,lɔ²¹tsɿ³³,ty⁵⁵,,a⁵⁵ɲa³³ty⁵⁵y³³,kʰa³³lu⁵⁵,ka̠ʔ²¹fu³³,lo²¹lo²¹,,,笼,他有三个__,,,,,
375,503,drum,,ku²¹,ku²¹,lo²¹ku²¹,ku²¹³,kv̩²¹,kv̩²¹,kə³³,kv̩²¹,toŋ²¹koŋ²¹,ku²¹,kv̩²¹,ku³³,kɤ̪³³,kɤ̪³³,toŋ²¹toŋ²¹,koŋ⁵⁵,koŋ³³,,,,鼓,他有三面__,,*tum/jum²,,,
374.2,504,gong,,,,sɑ⁵⁵lo²¹,mɑŋ³³,mɑŋ³³,sɑŋ²¹lo̠²¹,kʰɛ²¹,,tʰa³³nɛ˞³³,tʰa³³nɛ˞³³,man³³,tʰɔ⁵⁵lɔ⁵⁵,kɤ̪³³tsʰɿ²¹,kʰɛ²¹,tʰɛ˞⁴⁵lɛ˞⁵³,jaŋ⁵⁵,zaŋ⁵³,mɑŋ³³,,,铜锣,他有三面__,,*loŋ¹,,,
356,505,town,,tʂʰəŋ²¹ʂʅ³³,,,tæ̠²¹pæ²¹,,,tsʰəŋ²¹,tʂʰəŋ²¹ʂʅ³³,tʂʰə̃²¹,,,tsɛ²⁴,,tʂɛ²⁴,tʂʰəŋ²¹tsɿ³³,,tsʰəŋ²¹,pa³³tsɿ³³,,,城,那里有三座__,,*[mən],,,
355,506,village,kʰa̠H,kʰa̠³³,kʰa̠³³,kʰa³³ku⁵⁵,cʰa̠³³,ɕiŋ³³,kʰa³³,kʰɛ³³,kʰɛ˞⁴⁴,kʰɛ˞⁴⁴li²¹,kʰɛ˞⁴⁴,kʰa⁴⁴,kʰa³³,kʰa³³,kʰɛ˞³³,tsʰa⁴⁵kʰɛ˞³³,kʰa³³,ka̠ʔ³³,kʰɛ˞⁵³,,,村(寨),那里有三座__,,*kakH & *koŋ³& *kwa¹& *pu³,kʰ,a̠,H
364,507,custom,,,,,ɕiŋ³³,,pi⁵⁵ɕiŋ³³,ɕĩ³³,tʂʰu³³,fəŋ³³su³³,a²¹di⁴⁴ɕĩŋ³³,ɕĩ⁴⁴,ɕɯ⁵⁵tu²¹,ɕi³³,,fəŋ²¹su³³,li⁵⁵ki³³,ɛ²¹li⁵³,ɕĩŋ³³,,,风俗,村里有三个__,,*[li],,,
368,508,ritual tree,,,,ni²¹mɑ³³dzɿ⁵⁵,,,mi⁵⁵kʰɨ⁵⁵n̩²¹dzɿ⁵⁵,mi²⁴kʰə³³dzɿ²⁴,nɛ²¹dzɿ²⁴,,nɛ²¹dzɿ²⁴,ʂan⁴⁴ʂən³³dzɿ³⁴,lɤ̪²¹ɕi³³dzei²⁴,lɤ̪²¹dzɿ²⁴,mi²⁴kʰɤ̪³³dzɿ²⁴,nɛi²¹dzɿ²⁴,nɛ²¹dʑi⁵⁵,,,,,龙树,村里有三棵__,,,,,
369,509,invocation,,ʂa³³fv̩³³,,dɑ²¹ɑ̃²¹,,kʰɛ²¹tɕi⁵⁵,kʰɑ²¹tɕi⁵⁵,kʰɨ²¹tɕi³⁵,ta²¹pɛ²¹,,ne²¹pɛ˞⁴⁵,tao²¹kao⁴⁴,sa³³fv̩³³,sa²¹fv̩³³,sa²¹fv̩³³,,tə²¹ka⁵⁵tsʰa⁵⁵to³³,a²⁴ɣɨ³³xo²⁴,to²¹ko⁵³,,,祈祷,他的__很好,,*[ʃaŋ],,,
374.1,510,bell,,tɕi⁵⁵sɛ⁵⁵nə⁵⁵,,tsu⁵⁵lu⁵⁵,,sy⁵⁵ly²¹,kʰu⁵⁵tʰɛ⁵⁵lɛŋ⁵⁵ɕɛ²¹,tʰəŋ⁵⁵ləŋ⁵⁵,pi⁴⁴tʂu⁴⁴,təŋ⁵⁵ləŋ⁵⁵,tʰiŋ⁴⁴liŋ⁴⁴,dʐv̩⁴⁴lv̩⁴⁴,wɛ⁵⁵lɛ⁵⁵,ti⁵⁵tə⁵⁵,ʂɛ⁵⁵nɛ⁵⁵,ʂɛ˞⁴⁵nɛ˞⁵³,xɛŋ⁵⁵,a²⁴tsu³³lu³³,xə³³lə³³lə³³,,,铃,他有三个__,,*m-ju¹,,,
377,511,flute,gji²ly²,gy²¹ly²¹,"dy²¹ly²¹, ti⁵⁵li⁵⁵",dzɿ²¹lu²¹,dʑy²¹ly²¹,dʑy²¹ly²¹,dʑy²¹ly²¹,dzɿ²¹lə²¹,dy²¹ly²¹,dy²¹ly²¹,dʑy²¹ly²¹,"dʑy²¹lyɛ²¹, ti⁴⁴li⁴⁴",dʑi²¹lu⁴²,dʑy²¹ly²¹,dzɿ²¹lə²¹,dʑy²¹ly²¹,də²¹lə²¹,pi²¹sao²⁴,ti²¹li²¹,dy²¹ly²¹,,笛子,他有三支__,gliŋ,*C-ga² & *p-lwe¹; gru²lu²,gj,y,2
376,512,gourd reed,by¹,by⁵⁵,by⁵⁵,by⁵⁵,by⁵⁵,by⁵⁵,by⁵⁵,by²⁴,by²⁴,,by³⁴,by³⁴,bə²⁴,bʉ²⁴,bə²⁴,,bə⁵⁵,bə²⁴,,,,芦笙,他有三台__,,*s-ɲaŋ²,b,y,1
385,513,pipe,,jan³³tʰoŋ²¹,lao²¹piɛn⁵⁵tʰoŋ²¹,mən⁵⁵tʰoŋ²¹,mən⁵⁵tʰoŋ²¹,lao²¹piɛn⁵⁵tʰoŋ²¹,mən⁵⁵tʰo̠ŋ²¹,mən⁵⁵tʰo̠ŋ²¹,lao²¹pian⁴⁴tʰoŋ²¹,lao²¹pian⁴⁴tʰoŋ²¹,lao²¹pian⁴⁴tʰoŋ²¹,lao²¹pian⁴⁴tʰoŋ²¹,lɔ²¹mə⁵⁵tʰo²¹,lɔ²¹pian⁵⁵tʰɔ²¹,mən⁵⁵tʰoŋ²¹,lao²¹piɛn⁴⁴tʰoŋ²¹,a⁵⁵kʰɨ²¹a³³da³³,a²⁴lu³³sa²¹bo²⁴po̠²¹,jo³³jo³³ta⁵⁵tʰoŋ²¹tʰoŋ²¹,,,烟筒,他有三个__,,*ʔ-gu¹ & *C-ʃukL,,,
390,514,trap,va³,va³³,vɑ³³tʰv̩⁵⁵,vɑ³³tʰv̩⁵⁵,va³³tʰv̩⁵⁵,vɑ³³,vɑ³³tʰv̩⁵⁵,va³³,va³³,kʰɨ²¹kʰo³³,ɣo³³tʰɨ²⁴,vɐ³³,sua³³tɤ̪²¹,ni³³hĩ²⁴tə⁵⁵kʰa²¹,kʰɛ˞⁵⁵,,voŋ³³,vo³³tʰv̩a⁵³ko³³kʰu²⁴,va³³,,,陷阱,那里有三道__,,*wa³ & *(C)-toŋ¹,v,a,3
391,515,poison,do̠ᶫ,to̠²¹ʔnɛ̠³³tsʰɿ²¹,to̠²¹nɛ̠³³tsʰɿ²¹,to̠²¹nɛ³³tsʰɿ²¹,to̠²¹ɲɛ̠³³tsʰɿ²¹,to̠²¹ni³³tsʰɿ²¹,to̠²¹ne³³tsʰɿ²¹,to̠²¹nɛ³³tsʰɿ²¹,tu⁵⁵nɛ³³tsʰɿ²¹,tu⁵⁵nɛ³³tsʰɿ²¹,tu⁴⁵nɛ³³tsʰɿ²¹,to⁵⁵nɛ³³tsʰɿ²¹,tu⁴²nɛ³³tɕʰi²¹,tu̠²¹nɛ³³tsʰɿ²¹,tɔ̠²¹nɛ³³tsʰɿ²¹,du³³,tu²¹na³³tɕʰi²¹,tu̠ʔ³¹na³³tɕʰi²¹,tu⁵⁵,,,毒药,桌上有三服__,,*dok L,d,o̠,L
594,516,look at,ʔni¹,ʔɲi⁵⁵,ĩ⁵⁵,ĩ⁵⁵,ĩ⁵⁵,ĩ⁵⁵,ĩ⁵⁵,ĩ⁵⁵,ĩ²⁴,vaŋ⁵³,"ha³³, ĩ²⁴",ĩ⁴⁴,i⁵⁵,tɕa³³,tsʰa³³,ĩ⁴⁵³,i⁵⁵,i²⁴,vaŋ⁵³,,,看,他__过,ney,*C-ɲi¹ & *haŋ³,ʔn,i,1
596,517,see,mjaŋ¹,mu⁵⁵,mu⁵⁵,mu⁵⁵,mu⁵⁵,mu⁵⁵tʰu³³,mu⁵⁵,mu²⁴,mu²⁴,va⁵³mu¹³,ma²⁴,mu²⁴,mia²⁴,ma²⁴li³³,mia²⁴,ma²⁴,i⁵⁵ma⁵⁵,i²⁴ma²⁴,va⁵⁵m̩³³,,,看见,他__过,mraŋ,*mraŋ¹,mj,aŋ,1
762.1,518,show,,ʔɲi⁵⁵to³³,ĩ⁵⁵to̠³³,ĩ⁵⁵to̠³³,ĩ⁵⁵to̠³³,ĩ⁵⁵to̠³³,ĩ⁵⁵to̠³³,ĩ⁵⁵to̠³³,ĩ³³tu³³,vaŋ⁵³tu³³,ĩ²⁴tu³³,ĩ⁴⁴to³³,i⁵⁵tu³³,tɕa³³tu³³,tsʰa³³tɔ³³,ĩ⁴⁵tu³³,i⁵⁵to³³,i²⁴to²¹,gɨ²¹vaŋ⁵³,,,给看,他给他_过,,*səmraŋ¹,,,1
667,519,listen,ʔna¹,ʔna⁵⁵,nɑ⁵⁵,nɑ⁵⁵ĩ⁵⁵,ʔna⁵⁵,na⁵⁵,nɛ⁵⁵i⁵⁵,nɑ⁵⁵,na⁴⁴,na⁴⁴,no⁵⁵,na⁴⁴ĩɛ⁴⁴,nɔ⁵⁵,nɔ⁵⁵,nɔ⁵⁵,no⁴⁵³,no⁵⁵,go²¹,na³³,,,听,他__过,,*ʔ-na¹,ʔn,a,1
583,520,hear,gja²,ga̤²¹,nɑ⁵⁵ɣɑ²¹,pɑ³³gɑ²¹,ga²¹,na⁵⁵gɑ²¹,gɑ²¹,ga²¹,na⁴⁴ga²¹,ga²¹,bu³³gu²¹,bɐ³³gɐ²¹,nɔ⁵⁵ɣɔ²¹,nɔ⁵⁵wu³³,gɔ²¹kua̠²¹,go²¹,po³³go²¹,no³⁵go²¹,"ga³³pa²¹, na³³ŋa³³",,,听见,他__过,gla²,*gra²,gj,a,2
629,521,eat,dza²,dza̤²¹,dzɑ²¹,dzɑ²¹,dza²¹,dzɑ²¹,dzɑ²¹,dza²¹,dza²¹,dza²¹,dzo²¹,dzɐ²¹,dzɔ²¹,dzɔ²¹,dzɔ²¹,dzo²¹,dzo²¹,dzo²¹,dza²¹,,,吃,他__过,,*dza²,dz,a,2
766,522,feed,tʃa̠ᶫ,dza̤²¹to³³,tʂa̠²¹,tsa̠²¹,tʂa̠²¹,tʂa̠²¹,tsa̠²¹,ly⁵⁵,tʂa⁵³,tʂa⁵³,tʂo⁴⁵,tʂa⁵³,tsu⁴²,dzɔ²¹tu³³,tsɔ̠²¹,tʂo³³,tsɑ²¹,tsuɛ̠²¹,tsa⁵³,,,喂（人、猪）,他__过,,*sədza²,tʃ,a̠,L
769,523,feed animals,tʃa̠ᶫ,tʂa̠²¹,tʂa̠²¹,tsa̠²¹,tʂa̠²¹,tʂa̠²¹,tsa̠²¹,tsa²¹,tʂa⁵³,tʂa⁵³,tʂo⁴⁵,tʂa⁵³,tsu⁴²,tsɔ̠²¹,tsɔ̠²¹,tʂo³³,tsɑ²¹,tsuɛ̠²¹,tsa⁵³,,,喂 (喂鸡),他__过,,*sə(m)-lyakL,tʃ,a̠,L
769,523,feed (liquid),taŋ³,tu³³,tu³³,tu³³,tu³³,,tu³³,tu³³,,,,,,,ta³³,,ta³³,tai³³,,,,喂 (喂鸡),他__过,,*sə(m)-lyakL,t,aŋ,3
631,524,drink,daŋ¹,du⁵⁵,du⁵⁵,du⁵⁵,du⁵⁵,du⁵⁵,du⁵⁵,du²⁴,du²⁴,du¹³,da²⁴,du²⁴,da²⁴,da²⁴,da²⁴,da²⁴,da⁵⁵,da²⁴,da³³,,,喝,他__过,,*m-daŋ¹,d,aŋ,1
760,525,give to drink,taŋ³,du⁵⁵to³³,du⁵⁵to³³,tu³³,du⁵⁵to³³,tu³³,du³³kɑ⁵⁵lɑ³³,du²⁴to̠³³,tu³³,tu³³,da²⁴tu³³,du²⁴to³³,da²⁴tu³³,da²⁴tu³³,da²⁴tɔ³³,"da²⁴tu³³, ɣɨ²⁴ta³³",da⁵⁵to³³,tai³³,"gɨ²¹ta³³, ɣɨ³³tu³³",,,给喝,他给他_过,,*səm-daŋ¹,t,aŋ,3
634,526,bite,kʰo̠ᶫ,kʰo̠²¹,kʰo̠²¹,kʰo̠²¹,kʰo̠²¹,kʰo̠²¹,kʰo̠̠²¹,kʰo̠²¹,kʰo⁵³,kʰu⁵³,kʰo⁴⁵,kʰo̠⁵³,kʰu⁴²,kʰu̠²¹,kʰɔ̠²¹,kʰo³³,kʰu²¹,kʰu̠²¹,kʰo⁵³,,,咬,他__过,m-gwapᶫ X C-krapᶫ,*C-tsatL & *C-kukL,kʰ,o̠,L
635,527,chew,ga²,ɦa̤²¹,ɣɑ²¹,ɣɑ²¹,ɣɑ²¹,ɣɑ²¹,ɣɑ²¹,pa³³,ɣa²¹,ɣa²¹,ɣo²¹,ɣa²¹,gɔ²¹,gɔ²¹,ɣɔ²¹,go²¹,go²¹,go²¹,gua²¹,,,嚼,他__过,m-gʷya²,*(g) wa² & *m-bay²,g,a,2
630,528,lick,lɛ̠ᶫ,la̠²¹,la̠²¹,la̠²¹,la̠²¹,la̠²¹,la̠²¹,lɛ˞²¹,lɛ⁵³,lɛ˞⁵³,lɛ˞⁴⁵,la⁴⁵³,lɛ⁴²,lɛ̠²¹,lɛ˞̠²¹,lɛ˞³³,la̠²¹,la̠ʔ²¹,liɛ˞⁵³,,,舔,他__过,,*m-lyakL,l,ɛ̠,L
,529,savor,my¹,my⁵⁵,my⁵⁵,m̩⁵⁵,my⁵⁵,my⁵⁵,m̩⁵⁵,mɨ̃⁵⁵,my²⁴,mi²⁴,my²⁴,my²⁴,pɔ⁵⁵,m̩²⁴,məŋ⁵⁵kɛ³³,my²⁴,mə⁵⁵,mə²⁴,mə³³,,,含,他__过,,,m,y,1
636,530,swallow (a),naŋ³,,,,,nv̩³³,,nə³³,nv̩³³,nɤ̪²⁴(tɕe³³),na³³,nv̩²⁴,na³³,na³³,laŋ³³,naŋ³³,,,,,,咽,他__过,,*myo(k)¹/Lʃ,n,aŋ,3
636,530,swallow (b),gjo¹,ɦø⁵⁵,du²¹,ɣʷo⁵⁵,jy⁵⁵,,ɣʷu⁵⁵,,,,,,,,,,gɨ⁵⁵,gə²⁴tɕi³³li³³,gɨ³³,,,咽,他__过,,*myo(k)¹/Lʃ,gj,o,1
,531,spit,pʰi̠ᶫ,fɛ̠²¹,fiɛ̠²¹,pʰi̠²¹,tsʰæ̠²¹,pʰiɛ̠²¹,tsʰɿ̠²¹,pʰiɛ²¹,ɛ⁵³,tsʰɿ²¹,tsʰɿ⁴⁵,tʰøɛ⁵³,xue²¹,tsʰɿ̠²¹,pʰi̠²¹,tsʰɿ̠³³,pʰi²¹,pʰi²¹,pʰai⁵³,,,吐 (吐口水),他__过,t/dwəy (PTB),,pʰ,i̠,L
577,532,vomit,pʰe̠ᶫ,pʰɛ̠²¹,pʰiɛ̠²¹,pʰi̠²¹wu⁵⁵,pʰæ̠²¹,pʰiɛ̠²¹,pʰi̠²¹,pʰiɛ²¹wu²⁴,pʰɛ⁵³,pʰe⁵³,pʰɛ⁴⁵,pʰɛ⁵³,pʰei⁴²,pʰi̠²¹,pʰi̠²¹,pʰɛi³³,pʰɛ̠²¹,pʰi²¹,pʰai⁵³,,,呕吐,他__过,,*C-patL,pʰ,e̠,L
633,533,suck,,ɕi⁵⁵,,ɕi⁵⁵,tʂʰʅ²¹,,ɕi⁵⁵,ɕi⁵⁵,hã²⁴,ɕi²⁴,ɕi²⁴,ɕi²⁴,ɕi²⁴,fv̩³³,ɕi²⁴,ɕi²⁴,tʃʰɿ⁵⁵,ga²⁴,ɕi³³,,,吸,他__过,,*C-cutL,,,1
690,534,blow (on),ʔmy̠H,ʔmʉ̠³³,my³³,"m̩³³, mu̠³³",ʔmy̠³³,mø̠³³,m̩³³,mo̠³³,mv̩⁴⁴,mv̩⁴⁴,mv̩⁴⁴,mø⁴⁴,mə³³,ə̃³³,mɨ³³,mø³³,mi³³,mɨ̠³³,mi⁵³,,,吹 (吹火),他__过,,*s-mutH,ʔm,y̠,H
662,535,say,be̠H,bɛ̠³³,biɛ̠³³,biɛ̠³³,bæ̠³³,biɛ̠³³,bi̠³³,biɛ³³,bɛ⁴⁴,be⁴⁴,be⁴⁴,bɛ⁴⁴,bei³³,bi³³,bi³³,bi³³,bɛ̠³³,tʰɨ²⁴,bei⁵³,,,说,他__过,,*ʔukH,b,e̠,H
663.3,536,speak,tʰy¹,tʰy⁵⁵,tʰy⁵⁵,tʰy⁵⁵,tʰy⁵⁵,tʰy⁵⁵,tʰy⁵⁵,tʰy⁵⁵,tʰy²⁴,tʰy³³,tʰy⁴⁴,tʰy⁴⁴,dʑa²¹,dʑa²¹,,tʰy⁴⁵³,tʰə⁵⁵,"kʰuaŋ⁵³, tʰə²⁴",bei⁵³,,,讲,他__过,,*yaw³ & *dze²,tʰ,y,1
,537,tell,be̠Hgu²,bɛ̠³³gṳ²¹,biɛ̠³³wu²¹,biɛ̠³³wu²¹,bæ̠³³wu²¹,biɛ̠³³gṳ²¹,bi̠³³ɣʷo̠²¹,biɛ³³wu²¹,bɛ⁴⁴gv̩²¹,be⁴⁴gɨ²¹,be⁴⁴gɨ²¹,bɛ⁴⁴gu²¹,bei³³ɣə²¹,da²⁴da³³,bi³³ɣɨ²¹,bi³⁴gɨ²¹,bɛ̠³³gɨ²¹,tʰə²⁴,bei⁵⁵gɨ³³,,,告诉,他__过,,,,,
665,538,call,ku¹,kə⁵⁵,kv̩⁵⁵,kv̩⁵⁵,kv̩⁵⁵,kv̩⁵⁵,kv̩⁵⁵,kə⁵⁵,kv̩²⁴,kɤ̪²⁴,kv̩²⁴,kv̩⁴⁴,kɤ̪⁵⁵,kɤ̪⁵⁵,kɤ̪⁵⁵,kɤ̪˞⁵⁵,ku⁵⁵,ə̠²¹,kɤ̪³³,,,叫,他__过,gaw,*ku/kaw¹,k,u,1
664,539,ask,ʔna¹,ʔna⁵⁵,nɑ⁵⁵ĩ⁵⁵,nɑ⁵⁵ĩ⁵⁵,ʔna⁵⁵,na⁵⁵,nɛ⁵⁵ĩ⁵⁵,nɑ⁵⁵,na⁴⁴ĩ⁴⁴,na⁵³,no⁴⁴,na⁴⁴ĩ⁴⁴,nɔ⁵⁵,nɔ⁵⁵ĩ⁵⁵,nɔ⁵⁵,no³⁵ĩ⁵³,nə⁵⁵ĩ⁵⁵,no²⁴,mĩ²¹,,,问,他__过,,,ʔn,a,1
,540,answer,po̠H,po̠³³,po̠³³,po̠³³,po̠³³,po̠³³,po̠³³,nɑ²¹kɑ²¹,pu⁴⁴,pu⁴⁴,pu⁴⁴,po⁴⁴,da²¹,pu³³,po³³,pu³³gɨ²¹,,xuaŋ²⁴li̠ʔ³³,ta²⁴,,,答 (回答),他__过,,,p,o̠,H
,541,send for,tsʰɛ³,tsʰɛ³³,tsʰɛ³³,tɕʰɛ³³,tsʰɛ³³,tsʰɛ³³,tɕʰɛ³³,tsʰɛ³³,tsʰɛ³³,tsʰɛ˞³³,tsʰɛ˞³³,tsʰɛ³³,tɕʰɛ³³,tsʰɛ³³,tʂʰɛ˞³³,tʂʰɛ˞³³,tʰə⁵⁵tʰə²¹,tɕʰiŋ⁵³,tʂʰɛ˞³³,,,请,他__过,,,tsʰ,ɛ,3
,542,smell,ny²,ny̤²¹,ny²¹,ny²¹ĩ⁵⁵,ny²¹,ny̤²¹,ny²¹,ny²¹,ny²¹,ny²¹,ny²¹,ny²¹,nə²¹,ny²¹,nə²¹,ny²¹,nə⁵⁵,nə²¹,nəŋ²¹,,,闻 (嗅),他__过,nam¹/²/³,,n,y,2
741,543,touch,mo̠H,mo̠³³,mo̠³³,mo̠³³,tʰv̩⁵⁵,mo³³,tʰv̩³³,mo̠³³,mu⁴⁴,mu⁴⁴,mu⁴⁴,mo⁴⁴,mu³³,"tʰa³³, mu³³",mo³³,mv̩³³,vo²¹,vo²¹ʔi²⁴,mu⁵³,,,摸 (摸摸刀口),他__过,,*to²,m,o̠,H
606,544,take,vu¹,vv̩⁵⁵,vv̩⁵⁵,vv̩⁵⁵,vv̩⁵⁵,vv̩⁵⁵,vv̩⁵⁵,ɦə²⁴,vv̩²⁴,vv̩²⁴,vv̩²⁴,vv̩²⁴,vɤ̪²⁴,vv̩²⁴,vɤ̪²⁴,vv̩²⁴,"vv̩⁵⁵, vu⁵⁵",vv̩²⁴,vv̩³³,,,拿 (拿书),他__过,,*yu¹,v,u,1
719,545,grasp,,tsa³³tɕɛ²¹,niɛ̠³³,vv̩⁵⁵tɕɛ²¹,tiɛ̠³³,vv̩⁵⁵tɕɛ²¹,vv̩⁵⁵tɕɛ²¹,ɲa³³,ti⁴⁴,vv̩²⁴,tɕɛ˞²¹,vv̩²⁴,tsu³³tsɛ²¹,tɕi³³,nia²⁴,ti̠⁴⁴,sɿ²¹,nɛ̠ʔ²¹,vv̩³³,,,握(握刀把),他__过,,*na²,,,
701.2,546,grab,,tʂua³³tɕɛ²¹,vv̩⁵⁵tsɿ³³,vv̩⁵⁵tɕɛ²¹,vv̩⁵⁵tʂa²¹,,vv̩⁵⁵tɕɛ²¹,tsɿ³³dzɛ²¹,vv̩²⁴tʂɛ²¹,vv̩²⁴tɕɛ˞²¹,vv̩²⁴tʂʅ²¹,tsʰa³³,tsua³³tsɛ²¹,tɕi³³wu³³,nia²⁴mɨ³³,ga²⁴tʂʅ²¹,tsu³³,ga²⁴ta³³,vv̩³³,,,抓住,他__过,,*s-mi¹,,,
624,547,pick (a),xa̠ᶫ,,,,,,,,,,,,,,,xo⁴⁵³,xɛ̠²¹,xa̠ʔ²¹,,,,摘 (摘果子),他__过,ʔ-tʃwatH,*C-xakL,x,a̠,L
624,547,pick (b),tsʰɛ̠H,tsʰa³³,tsʰa³³,tsʰa³³,tsʰa̠³³,tsʰã³³,tsʰa³³,tsʰɛ³³,tsʰɛ⁴⁴,tsʰɛ˞⁴⁴,tsʰɛ⁴⁴,tsʰa³³,tʰa³³,tsʰɛ³³,tʂʰɛ˞³³,,tɛ̠⁵⁵,,pʰɛ˞⁵³,,,摘 (摘果子),他__过,ʔ-tʃwatH,*C-xakL,tsʰ,ɛ̠,H
,548,rub,vɛ̠ᶫ,va̠²¹,va̠²¹,va̠²¹,va̠²¹,va̠²¹,va²¹,vɛ̠²¹,vɛ⁵³,vɛ˞⁵³,"ɣɛ˞⁴⁵, ɕy⁴⁵",va⁴⁵³,sɿ³³,ly³³,vɛ̠²¹,ga³³,va̠²¹,va̠ʔ²¹,vɛ˞⁵³,,,搓 (措绳子),他__过,,,v,ɛ̠,L
,549,rip,tʃʰe̠ᶫ,tɕʰɛ̠²¹,tɕʰiɛ̠²¹,sɿ³³,ʂʅ³³,tɕʰiɛ̠²¹,wu⁵⁵,dzɿ̠³³,tɕʰi⁵³,tɕʰi⁵³,tɕʰi⁴⁵,tɕʰɛ⁵³,tsɿ³³,tɕʰi̠²¹,sɿ³³,tɕʰiɛ³³,ɕi³³,xa̠ʔ³³,tɕʰi⁵³,,,撕,他__过,m-dʒutᶫ X m-dʒitᶫ,,tʃʰ,e̠,L
742,550,twist,ʃɨ̠ᶫ,ɲio̤²¹,ɲio²¹,ɲio²¹,ɲio²¹,nio̤²¹,nio̠²¹,ɲio²¹,ʂʅ²¹,nio²¹,ʂʅ²¹,nio²¹,ɲio²¹,lɔ̠²¹,nio²¹,lo²¹,sɿ³³,sɿ̠³¹pʰi²⁴,nio²¹,,,拧 (拧毛巾),他__过,,*s-yökL,ʃ,ɨ̠,L
,551,pick up,go̠H,wo̠³³,wo̠³³,wo̠³³,ɣʷo̠³³,ɣʷo̠̠³³,ɣʷo̠̠³³,ʔo̠³³,ɣo⁴⁴,wu³³,wu⁴⁴,ɣo⁴⁴,gu³³,gu³³,ʔo³³,gu³³,gu⁵⁵,gu³³,gu⁵³,,,拾 (拾起),他__过,,,g,o̠,H
701.01,552,catch,,tʂə²¹,,,tso̠³³,,vv̩⁵⁵,tsua³³,vv̩²⁴,tɕɛ˞²¹,tsu⁴⁴,tso⁴⁴,tsua³³,tsʰua³³,tsua³³,ga²⁴tʂʅ²¹,tsu³³,nɛ̠ʔ²¹,tsɤ̪²¹,,,捉 (捉鸡),他__过,,*s-mi¹,,,
731.06,553,scatter,ʃɨ²,"ʂʅ²¹,pi²¹","ʂʅ²¹,pi²¹",sɿ²¹,ʂʅ²¹,pɛ²¹,sɿ²¹,"sɿ²¹, pi²¹",ʂʅ²¹,ʂʅ²¹,ʂʅ²¹,ʂʅ²¹,pei²¹,pi²¹,sɿ²¹,"ʂʅ²¹, pɛi³³",sɿ²¹,sɿ²¹,sɿ²¹,,,撒 (撒种子),他__过,swan¹/²,,ʃ,ɨ,2
,554,throw away,ʔlo̠H,ʔlo̠³³,ɨ²¹xɛ⁵⁵,lo̠³³xɑ⁵⁵tɕi⁵⁵,ʔlo̠³³a⁵⁵tɕi⁵⁵,ɣɨ²¹,di²¹lo̠³³,ɦə²¹ho̠u⁵³ji³³,lu⁴⁴hẽ³³,du²¹,lu⁴⁴mi³³,lo⁴⁴,lu³³n̩²¹tɕi³³,lu³³mi²⁴,ɨ²¹xɔ⁵⁵ji³³,dza³³mɛi²⁴,u⁵⁵tsa⁵⁵pɛ³³,lu̠³³pʰi²⁴,lu⁵⁵ei³³,,,丢掉,他__过,,,ʔl,o̠,H
731.04,555,pitch,ʔlo̠H,ʔlo̠³³,du²¹,ɨ²¹,ʔlo̠³³,du²¹,"ɨ²¹, di²¹",ti²¹,lu⁴⁴tɛ²¹,lu³³,lu⁴⁴,du²¹,dzə³³,ti²¹,ti²¹,dza³³tʰiɛ³²,lu⁵⁵,lu̠³³kuɛʲ²⁴,lu⁵⁵ei³³,,,摔 (石头),他__过,,,ʔl,o̠,H
731.02,556,toss (overhand),,ʔlo̠³³,lo̠³³,ti²¹,du²¹,lo̠̠³³,lo̠̠³³,ʔo̠³³,ɣɨ²¹,du²¹,lu⁴⁴,lo⁴⁴,lɔ³³,lu³³,ɨ²¹,lu³³,pɛ³³kɛ⁵⁵,lu̠³³kɛ³³,lu⁵⁵ei³³,,,投,他__过,,,ʔl,o̠,H
,557,stretch (a),dʒe³,dʑi³³,dʑi³³,,dʑi³³,,dʑi³³,,,,dʑi³³,,dʑi³³,,dʑia³³,,,dʑɛ³³,,,,伸 (伸手),他__过,ʔ-dʒan³ OR ʔ-tʃan³,*s-ŋakL,dʒ,e,3
