PN,No.,Gloss,PLa,CW-QY,C-WC,C-QS,C-LJ,C-LB,C-CJ,CE-YA,W-SZP,W- SLZ,W-DT,W-YL,E-DC,E-TS,E-HS,XZ,MD,Eka,YL,YL (old),PTB,Chinese,Frame,PB (Matisoff 2003),PN (Bradley 1979b),PLa initial,PLa rhyme,PLa tone
,844,early,ne̠ᶫ,nɛ̠²¹,niɛ̠²¹,ni̠ɛ²¹,næ̠²¹,niɛ̠²¹,ni̠ɛ²¹,niɛ̠²¹,nɛ⁵³,ne⁵³,ne⁴⁵,nɛ⁴⁵³,nei⁴²,ni̠²¹,ni̠²¹,nɛi³³,nɛ̠²¹,tʰi⁵⁵ni²¹,nai⁵³,,,早 (来得早),它_了,,,n,e̠,L
565,845,late,mja³,mi³³,mi³³,lɛ³³,ma³³,mɑ³³,mɑ³³,mi³³a³³,ma³³,ma³³,mo³³,mɐ³³,miɔ³³,mu³³,mia³³,mo³³,la³³mɨ⁵⁵,laŋ²⁴,ma³³,,,迟 (来迟了),它_了,,*(k)-l(y)ay³,mj,a,3
545,846,easy (a),sa¹,,,,,,,,,pe²⁴sa²⁴,,,,,,,,,,,,容易,它_了,C-ʃa¹,*sa¹,s,a,1
545,846,easy (b),lɛ¹,lɛ⁴⁵,lɛ⁵⁵,,lɛ⁵⁵,lɛ⁵⁵,lɛ⁵⁵,lɛ²⁴,lɛ²⁴,pe²⁴lɛ˞³³,lɛ²⁴,"pi⁴⁴lɛ³³, lɛ²⁴",lɛ²⁴,lɛ²⁴,lɛ²⁴,pi⁴⁴lɛ˞²⁴,lɛ⁵⁵,,lɛ˞³³,,,容易,它_了,"C-ʃa¹, lwa:(y)(PTB)",*sa¹,l,ɛ,1
544,847,difficult,ʃa̠ᶫ,ʂa̠²¹,ʂa̠²¹,sa̠²¹,ʂa̠²¹,ʂa̠²¹,sa²¹,sa²¹,ʂa⁵³,pe²⁴ʂa⁵³,ʂo⁴⁵,ʂa⁵³,sɔ⁴²,sɔ̠²¹,sɔ̠²¹,ʂo⁴²,sɑ̠²¹,so̠²¹,saʔ⁵³,,,难,它_了,,*kakH & *ʔ/s-ra²,ʃ,a̠,L
517,848,hot (temp.),tsʰa¹,tsʰa⁵⁵,tsʰa⁵⁵,tsʰɑ⁵⁵,tsʰa⁵⁵,tsʰɑ⁵⁵,tsʰɑ⁵⁵,tsʰa⁵⁵,tsʰa²⁴,tsʰa²⁴,tsʰo²⁴,tsʰɐ⁴⁴,"ə²¹, tsʰɔ⁵⁵",tsʰɔ⁵⁵,tsʰɔ⁵⁵,tsʰo⁴⁵³,tsʰo⁵⁵,tsʰo²⁴,tsʰa³³,33,,热,它_了,ts(y)a¹,*ʔ-loŋ¹ & *tsa¹,tsʰ,a,1
,849,cold (body),gjaŋ¹,gu⁵⁵,gu⁵⁵,gu⁵⁵,gu⁵⁵,gu⁵⁵,gu⁵⁵,gu²⁴,gu²⁴,gu²⁴,ga²⁴,gu²⁴,,,ga²⁴,ga²⁴,,,ga³³,ga²⁴,,,,m-glaŋ¹ (cold),,gj,aŋ,1
514,849,cold (weather),gje̠H,,dʑiɛ̠³³,,dʑɛ̠³³,,,a⁵⁵ŋ̩²¹dʑɛ³³,dʑi⁴⁴,dʑi⁴⁴,dʑi⁴⁴,dʑɛ⁴⁴,kɤ̪³³,dʑi³³,,dʑi⁴⁴,gɛ̠³³,a³³gi̠³³,dʑi⁵³,,,冷,它_了,"m-klakH, ʔ-klakH, m-/ʔ-glak",*C-grakH,gj,e̠,H
516,850,warm,ly¹,ly⁵⁵,ly⁵⁵,ly⁵⁵,ly⁵⁵,ly⁵⁵,ly⁵⁵,ly²⁴,ly²⁴,ly²⁴,ly²⁴,ly²⁴,lə²⁴,ly²⁴,lɨ²⁴mɨ³³,ly²⁴,lə⁵⁵,lə²⁴,lue³³mən²¹,,,暖和,它_了,,*lum¹,l,y,1
515,851,cool,,lia̠ŋ²¹,lia̠ŋ²¹,,ɕi⁵⁵hu²¹,,gu⁵⁵,liaŋ²¹,,"a⁵⁵ti⁵⁵gu³³, gu²⁴",tʂʅ⁵⁵so³³,liaŋ²¹,ɕi⁵⁵ɕi⁴²,sɿ⁵⁵sɿ̠²¹,,liaŋ²¹xue²¹,tɕʰi̠²¹,a³³tɕʰi⁵⁵tɕʰio⁵³,lo³³xei³³,,,凉快,它_了,,*(C)-m-gaŋ¹ &    *C-cokL,,,
549,852,sour,tʃe¹,tɕi⁵⁵,tɕi⁵⁵,tɕi⁵⁵,tɕi⁵⁵,tɕi⁵⁵,tɕi⁵⁵,tɕi⁵⁵,tɕi²⁴,tɕi²⁴,tɕi²⁴,tɕi⁴⁴,tɕi⁵⁵,tɕi⁵⁵,tɕi⁵⁵,tɕi⁴⁵³,tɕi⁵⁵,tɕi²⁴,tsei³³,,,酸,它_了,,*ʔ-kyin¹,tʃ,e,1
551,853,sweet,tʃʰɨ¹,tʂʰʅ⁵⁵,tʂʰʅ⁵⁵,tsʰɿ⁵⁵,tʂʰʅ⁵⁵,tʂʰʅ⁵⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tʂʰʅ²⁴,tʂʰʅ²⁴,tʂʰʅ²⁴,tʂʰʅ⁴⁴,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tsʰɿ⁵⁵,tʂʰʅ⁴⁵³,tsʰɿ⁵⁵,tsʰɿ²⁴,tsʰɿ³³,,,甜,它_了,kyəw¹,*kyo¹,tʃʰ,ɨ,1
550,854,bitter,kʰa²,kʰa̤²¹,kʰɑ²¹,kʰɑ²¹,kʰa²¹,kʰɑ²¹,kʰɑ²¹,kʰa²¹,kʰa²¹,kʰa²¹,kʰa²¹,kʰa²¹,kʰa̤²¹,kʰa²¹,kʰa²¹,kʰa²¹,kʰɑ²¹,kʰa²¹,,,,苦,它_了,,*ka²,kʰ,a,2
548,855,spicy (a),pʰe¹,pʰi⁵⁵,pʰi⁵⁵,pʰi⁵⁵,pʰi⁵⁵,pʰi⁵⁵,pʰi⁵⁵,pʰi⁵⁵,,,,pʰi⁴⁴,pʰei⁵⁵,,pʰi⁵⁵,,"pʰi⁵⁵, pʰe⁵⁵",pʰi²⁴,,,,辣,它_了,,*pi¹,pʰ,e,1
548,855,spicy (b),dzi̠H,,dzɿ̠³³,,,,,,dzɿ⁴⁴,dzɿ⁴⁴,dzɿ⁴⁴,,,dzɿ³³,,dzɿ⁴⁴,,,dzɿ⁵³,,,辣,它_了,,*pi¹,dz,i̠,H
,856,salty,,ɛ⁵⁵,,,,ɛ³³,,,kʰa²¹,kʰa²¹,kʰa²¹,ɛ⁴⁴,,,,kʰa²¹,,kʰa²¹,kʰa²¹,,,咸,它_了,,,,,
764.1,857,delicious,me¹,mi⁵⁵,mi⁵⁵,dzɑ²¹mi⁵⁵,mi⁵⁵,dzɑ²¹mi⁵⁵,dzɑ²¹mi⁵⁵,dza²¹mi²⁴,dza²¹me²⁴,dza²¹mv̩²⁴,dzo²¹mv̩˞²⁴,dzɐ²¹mi²⁴,dzɔ²¹mi²⁴,dzɔ²¹mi²⁴,mi²⁴,dzo²¹mɤ̪˞⁴⁵³,mi⁵⁵,mi²⁴la³³,dza²¹mi³³,,,好吃,它_了,min; dz(y)im,*may¹,m,e,1
,858,insipid,bjɛ̠H,ba̠³³,ba̠³³,ba̠³³,ba̠³³,ba̠³³,ba³³,a³³biɛ³³tɕʰa³³,bɛ³³,,bɛ³³,ba⁴⁴,,,bia̠³³,bɛ˞³³,ba̠³³,ɛ⁵⁵bɛ⁵⁵ma³³du²¹,bɛ˞⁵³,,,没味道,它_了,,,bj,ɛ̠,H
512,859,fragrant,sy¹(by²)ny¹,"sy⁵⁵ny⁵⁵,ʂo̠²¹",ɕy⁵⁵ny⁵⁵,ɕɛ⁵⁵ny⁵⁵,ɕy⁵⁵ny⁵⁵,ʃu⁵⁵ny⁵⁵,ɕy⁵⁵ny⁵⁵,sɛ⁵⁵ny³³,ɕy⁴⁴ny⁴⁴,ɕiaŋ⁴⁴,ɕu⁴⁴by²¹ny²⁴,ɕiaŋ⁴⁴,ɕiɔ⁵⁵nə⁵⁵,sɔ⁵⁵ny⁵⁵,ɕy⁵⁵ny⁵⁵,gɨ˞²¹nɨ˞³³ɕiaŋ³³,bi²¹sa²¹,pi²⁴sa²¹,su³³bə̃²¹nə³³,,,香 (花香),它_了,,*[hɔm],s,y,1
,860,really stinky,tʃʰi²(by²)ny¹,tʂʰʅ²¹ny⁵⁵,tʂʰʅ²¹ny⁵⁵,tsʰɿ²¹ny⁵⁵,tʂʰʅ²¹ny⁵⁵,tʂʰʅ²¹ny⁵⁵,tsʰɿ²¹ny⁵⁵,tsʰɿ²¹ny²⁴,tʂʰʅ²¹ny²⁴,tʂʰʅ²¹by²¹ny²⁴,tʂʰʅ²¹by²¹ny²⁴,tʂʰʅ²¹ny²⁴,tsʰɿ²¹nə²⁴,tsʰɿ²¹ny⁵⁵,tsʰɿ²¹nɨ²⁴,tʂʰʅ²¹ny²⁴,tɕʰi²¹nə⁵⁵,tsʰɿ²¹nə²⁴,tsʰɿ²¹bə̃²¹nə³³,,,,,,,tʃʰ,i,2
513,860,stinky,by²ny¹,by²¹ny⁵⁵,,by²¹ny⁵⁵,,,by²¹ny⁵⁵,,by²¹ny²⁴,by²¹ny²⁴,tʂʰʅ²¹by²¹ny²⁴,by²¹ny²⁴,,,,by²¹ny²⁴,,,,,,臭,它_了,,*ʔ-nam²,n,y,1
,861,fishy (smell),dzi²ny¹,dzɿ²¹ny⁵⁵,"dzɿ²¹ny⁵⁵, by²¹ny⁵⁵",dzɿ²¹ny⁵⁵,dzɿ²¹ny⁵⁵,dzɿ²¹ny⁵⁵,dzɿ²¹ny⁵⁵,by²¹ny²⁴,dzɿ²¹ny²⁴,dzɿ²¹by²¹ny²⁴,dzɿ²¹by²¹ny²⁴,dzɿ²¹ny²⁴,ɕi²⁴,dzɿ²¹ny⁵⁵,,dzɿ²¹ny²⁴,bi²¹nə⁵⁵,dʑi²¹ni²⁴,xɛ˞³³bə̃²¹nə³³,,,腥 (鱼腥),它_了,,,dz,i,2
552,862,rotten,pʰɨ²,pʰʉ̤²¹,pʰɨ²¹,pʰɨ²¹,pʰɨ²¹,pʰɨ²¹,pʰɨ²¹,pʰɨ²¹ha⁵⁵,pʰɨ²¹,pʰɨ²¹,pʰɨ²¹,pʰɨ²¹,tsʰɿ²¹xa²¹,ə³³ha²¹hɔ⁵⁵,nɛ³³,pʰɨ²¹,"tsʰɿ²¹, tɕʰi²¹",tsʰɿ²¹ga⁵⁵ŋo³³,la⁵⁵xɛ⁵⁵ja³³,,,腐烂的,它_了,pəy²,*m-bupL & *ʔ-kri²,pʰ,ɨ,2
,863,full (stomach),bo̠H,bo̠³³,bo̠³³,bo̠³³,bo̠³³,bo̠̠³³,bo̠̠³³,bo̠³³,bβu⁴⁴,bu³³,bu⁴⁴,bo⁴⁴,bu³³,bu³³,bo̠³³,bu³³,bo̠³³,bo³³,bu⁵⁵,,,饱,他_了,,,b,o̠,H
637,864,hungry,mɨ̠ᶫ,mʉ̠²¹,mɛ̠²¹,mɛ̠²¹,mɨ̠²¹,mɨ̠²¹,mɨ̠²¹,mɨ̠²¹,mɨ⁵³,mɨ⁵³,mɨ⁴⁵,mɨ˞⁴⁵³,mə⁴²,mɨ̠²¹,mɨ̠²¹,mɨ³³,mɨ̠²¹,mɨ̠²¹,mu⁵³,,,饿,他__过,mwatᶫ,*C-mwatL,m,ɨ̠,L
638,865,thirsty,si̠ᶫ,sɿ̠²¹,sɿ̠²¹,sɿ̠²¹,sɿ̠²¹,sɿ̠²¹,sɿ̠²¹,sɿ̠²¹,sɿ⁵³,sɿ⁵³,sɿ⁴⁵,sɿ⁵³,ɕi⁴²,sɿ̠²¹,sɿ̠²¹,ɣɨ²⁴sɿ³³,ɕi̠²¹,ɕi̠²¹,sɿ⁵³,,,渴,他__过,,*C-sipL,s,i̠,L
523.1,866,tired,,va̤²¹mʉ³³,wu²¹xɨ⁵⁵,jɛ⁵⁵sa̠²¹,u²¹xɨ⁵⁵,ʂa̠²¹,"u²¹xɨ⁵⁵, ʝɛ⁵⁵sa²¹",zɛ²⁴sɑ²¹,,lue²¹,tʰi²¹,ʂa⁵³,sɔ²⁴kʰu³³,ɣɔ²¹ma²¹ni⁵⁵,wu³³tʰi²¹,tʰiɛ²¹,ɲa⁵⁵mɨ⁵⁵,vo²¹gɨ²⁴,fɛ˞⁵⁵,,,累 (疲乏/疲劳/疲倦),他__过,,*[hə],,,
521.1,867,blessed,ko̠ᶫsa¹,dʑɛ̠³³dɛ̠²¹,dʑɛ̠³³dɛ̠²¹,ko̠̠²¹sa⁵⁵,dʑɛ̠³³dæ̠²¹,ko̠̠²¹lɛ⁵⁵,ko̠̠²¹lɛ⁵⁵,dʑiɛ³³diɛ²¹,kv̩⁵⁵sa³³,ku⁵⁵sa²³,ko⁵⁵so²³,ko⁵⁵na⁴⁴,dza³³dei⁴²,kɔ̠²¹sɔ⁵⁵,dʑi³³di²¹,ko⁴⁴no⁴⁵³,wo²¹sɿ⁵⁵,ko²⁴mɛ²¹,kai⁵⁵la²¹,,,幸福 (日子好过),他__过,,*byaw¹/²,s,a,1
522,868,sad,ko̠ᶫʃa̠ᶫ,dʑɛ̠³³ma²¹dɛ̠²¹,dʑɛ̠³³ma²¹dɛ̠²¹,ko̠̠̠²¹sa²¹,dʑɛ̠³³ma²¹dæ̠²¹,di²¹ʂa̠²¹,ko̠̠̠²¹sa²¹,dʑiɛ³³sɑ²¹,kv̩⁴⁴ʂa⁵³,ku⁴⁴ʂa⁵³,di²¹ʂo⁵⁵,di²¹ʂa⁵³,bi²⁴tɕʰi³³,dʑi²¹sɔ̠²¹,xɔ²¹pɨ²¹,ku⁴⁴a²¹nu⁴⁵³,tsa⁵⁵sɑ²¹,dɨ³³so̠²¹,kʰɨ⁵³,,,忧愁,他__过,,*ʔ/s-ra²,ʃ,a̠,L
520,869,ashamed,ʃe̠ᶫtaŋ¹,ɕɛ̠²¹tu⁵⁵,ɕiɛ̠²¹tu⁵⁵,ɕiɛ̠²¹tu⁵⁵,ɕɛ̠²¹tu⁵⁵,ciɛ̠²¹tu⁵⁵,ci̠²¹to⁵⁵,ɕiɛ̠²¹tu⁵⁵,ɕi⁵⁵tu³³,ɕi⁵⁵tu²³,ɕi⁵⁵ta³³,ɕiɛ⁵⁵tu³³,ɕi⁴²ta⁵⁵,,pi⁵⁵sɔ̠²¹,ɕi³³ta³³,ɕɛ̠²¹ta⁵⁵,ɕi̠²¹ta²⁴,sai⁵⁵tu³³,,,惭愧/害羞,他__过,,*s-rakL & *ʔ-daŋ¹,ʃ,e̠,L
584,870,itchy,dzi̠H,dzɿ̠³³,dzɿ̠³³,dzɿ̠³³,dzɿ̠³³,dzɿ̠³³,dzɿ̠³³,dzɿ̠³³,dzɿ⁴⁴,dzɿ⁴⁴,dzɿ⁴⁴,dzɿ⁴⁴,jou²¹,ni²¹,dzɿ³³,ɲi²¹,dʑi̠³³,dʑi³³,za²¹,,,痒,他__过,m-tsik,*g-ya² & *m-tsikH,dz,i̠,H
763,871,sick,na¹,na⁵⁵,nɑ⁵⁵,nɑ⁵⁵,na⁵⁵,nɑ⁵⁵,nɑ⁵⁵,na²⁴,na²⁴,na²⁴,no²⁴,nɐ²⁴,nɔ²⁴,nɔ²⁴,nɔ²⁴,no²⁴,no⁵⁵,no²⁴,na³³,24,,病 (生病),他__过,,*C-na¹,n,a,1
,872,intelligent,ʔlu¹,ŋ̩²¹ŋə̠²¹ʔlə̠³³,lv̩⁵⁵,lv̩⁵⁵tu⁵⁵,ʔlv̩⁵⁵,lv̩⁵⁵,tɕĩ³³,lə⁵⁵,lv̩²⁴,lɤ̪²⁴,lv̩˞⁴⁴,lv̩⁴⁴,li⁵⁵,lɤ̪⁵⁵,lɤ̪⁵⁵,ka²¹ʂʅ²¹,la⁵⁵mɨ⁵⁵,na²¹sɿ³³,miao⁵³,,,聪明,它_了,,,ʔl,u,1
,873,proud,,tɕiao³³ao⁵⁵,,,,,,pu²¹ɦə²⁴,ŋa³⁵ʐu²¹,be⁴⁴to²¹ma²¹na⁴⁴,,n̩²¹dy²³ɣɨ²¹,ɕa³³mu²⁴,ŋ̩²¹ga²¹pʉ²¹,,,wo²¹ta²¹sɿ⁵⁵,jɛ²¹mu²⁴,ao⁵³,,,骄傲,它_了,,,,,
,874,stupid,mɨ¹,mʉ⁵⁵,mɨ⁵⁵,mɨ⁵⁵,mɨ⁵⁵,mɨ⁵⁵,mɨ⁵⁵,mɨ²⁴,mɨ²⁴,mɨ²⁴,dɛ²⁴,mɨ²⁴,ɛ⁵⁵tu⁵⁵,kʰa²¹ɲa²¹,tɛ⁵⁵,zo²¹mɤ̪˞⁴⁵³,ŋə²¹mɨ⁵⁵,ka²⁴ŋə³³,ɛ˞⁵³,,,愚蠢,它_了,,,m,ɨ,1
557,875,crazy,tʰɛ³,"tʰɛ³³,fɛ²¹",tʰɛ³³,lv̩⁵⁵,tʰɛ³³,tʰɛ³³,tʰɛ³³,pʰu⁵⁵kɑ²¹,tʰˣɛ³³,tʰɛ˞³³,tʰɛ³³,tʰɛ³³,tʰɛ³³,,bia²¹pi⁵⁵,tʰɛ˞³³,tʰɛ³³,voŋ²⁴la⁵⁵ko³³,tʰɛ˞³³,,,疯狂,它_了,,*ru² & *ʔ-butH,tʰ,ɛ,3
,876,diligent,ʃa²dɛ̠ᶫ,n̩⁵⁵dɛ̠²¹,mu⁵⁵diɛ̠²¹,,ʂa²¹dæ̠²¹,ʂa²¹da³³,sa²¹di̠²¹,lɑ⁵⁵diɛ²¹,ʂa²¹dɛ⁵³,mv̩²⁴de⁵³,lv̩˞²⁴,ʂa²¹dɛ⁴⁵³,lɤ̪³³dei⁴²,m̩²⁴di̠²¹,lɤ̪³³di̠²¹,mɤ̪˞²⁴dɛi³³,ka̠²¹,dʑɛ²¹kʰɛ²⁴,məŋ⁵³,,,勤(勤奋),它_了,,,ʃ,a,2
,877,busy,,tɕin²¹,tɕin²¹,,tɕin²¹,,,maŋ²¹,tɕĩn²¹,tɕĩn²¹,,maŋ²¹,tɕiu²¹,tɕiu²¹,tɕy²¹,kə³³dʑi³³ɕi²¹,ma²¹,kĩ²⁴,maŋ²⁴,maŋ²¹,,忙,它_了,,,,,
,878,capable,,pʰa̠²¹,hɛ²¹,,xou²¹,dɑ⁵⁵,dɑ⁵⁵,da²⁴,ʂa²¹dɛ⁵³,da²⁴,he⁵⁵kʰo²¹,ʐʅ²¹,ja⁵⁵xə²¹,da⁵⁵,dɔ²⁴,mɤ̪˞²⁴da²¹,pɛ⁵⁵kʰɛ⁵⁵,dʑɛ²¹du³³,ta⁵⁵la³³,,,能干(的),它_了,,,,,
566,879,lazy,ʃa²ma²dɛ̠ᶫ,ʂa̠²¹ma̠²¹dɛ̠²¹,mu⁵⁵ma̠²¹dɛ̠²¹,,ʂa̠²¹ma̠²¹dæ̠²¹,,xɨ⁵⁵,bɛ³³tsɛ³³,ʂa²¹ma²¹dɛ⁵³,mv̩²⁴ma²¹de⁵³,ma²¹de⁵⁵,ʂa²¹mɐ²¹dɛ⁴⁵³,bɛ³³jɔ³³,m̩²⁴ma²¹di̠²¹,bɛ³³tʂɛ³³,mɤ̪˞²⁴ma²¹dɛi³³,ba⁵⁵,ba²⁴,bɛ˞³³za²¹,,,懒,它_了,m-baŋ¹,*m-byaŋ¹/²/³,,,
,880,rich (a),baŋ³,bu³³,bu³³,fi²¹,bu³³,bu³³,bu³³,,,,bu⁴⁴,bu³³,,,sɔ⁵⁵,,ba³³,ba³³,,,,富,它_了,,,b,aŋ,3
,880,rich (b),dʒaŋ¹,,,,,,,,dʐu²⁴tsa²¹,dʐu²⁴,,,dza²⁴,dza²⁴,,dʐa²⁴,,,dzu³³,dzu²⁴,,富,它_了,,,,,
,881,poor,ʃa̠ᶫ,ʂa̠²¹,an⁵⁵sɿ⁵⁵,,ʂa̠²¹,ʂa̠²¹,pɛ⁵⁵,sɑ²¹,ʂa⁵³,ʂa⁵³,ʂo⁴⁵,ʂa⁵³,su⁴²,sɔ̠²¹,sɔ̠²¹,ʂo⁴²,sɑ̠²¹,naŋ²⁴,sai⁵⁵i³³,,,穷,它_了,,,,,
553,882,alive (a),ka²,,,kɑ²¹la²¹,,kɑ²¹ti⁵⁵,kɑ²¹la²¹,ka²¹tsɛ²¹,,χa⁵⁵di²¹,,ka²¹ti⁴⁴,,,kɔ²¹tʂɛ²¹,xo³³kʰɨ³³la³³,,ko⁵⁵a³³ko³³,,,,活着,,sriŋ X s-r(y)aŋ,*datL,k,a,2
553,882,alive (b),zɛ¹dʒɛ²,zɛ⁵⁵dʑɛ̤²¹,,,zɛ⁵⁵dʐa²¹,,,,zɛ²⁴,,zɛ²⁴,,dza²⁴,dza²⁴tɕa²¹,,,tsa⁵⁵la²¹,,zɛ˞³³,,,活着,,sriŋ X s-r(y)aŋ,*datL,z,ɛ,1
555,883,brave,,pʉ̤²¹,pɨ²¹,pɑ³³pɨ²¹,ĩ̠³³ma³³ɣɨ²¹,,pɨ²¹,pɨ²¹,,ni⁴⁴ma⁴⁴vɛ˞²¹,xou²¹,ni⁴⁴mɐ⁴⁴ɣɨ²¹,xə²¹ɕiu³³,hə²¹,pi⁵⁵pɨ²¹,pi⁵⁵pɨ²¹,mɔ³³jɛ²¹,ni̠³³mo³³jɛ²¹,tan²¹tsɿ³³ɣɛ˞²¹,,,勇敢,他_了,,*[hak˥],,,
559,884,drunk,ʒe̠ᶫ,jɛ̠²¹,jɛ̠²¹,jɛ̠²¹,iɛ̠²¹,jiɛ̠²¹,ji̠²¹,iɛ̠²¹,ʝi⁵³,ʝi⁵³,ʝi⁴⁵,ʝɛ⁴⁵³,ʝi⁴²,ʝi̠²¹,i̠²¹,ʝi̠³³,,dʑi²⁴bu³³,zai⁵³,,,醉,他__过,,*yetL,ʒ,e̠,L
,885,backwards,,di³³xo³³,lɛ⁵⁵du³³,,hua²⁴ta³³ji³³,,xo̠³³,lo̠²¹xo̠u³³,e²¹zɿ²⁴,i²¹ɕi²⁴,ɣa²⁴a²¹mɛ²¹,i²¹sɿ²¹xo³³,kɔ²¹ta³³,la²⁴tɤ̪³³tsa³³ji³³,kɔ²¹tɛ³³,ɣɛ˞²⁴tɛ˞³³,vɛ⁵⁵di³³,su²⁴dɨʲ⁵³,ŋa³³ni²¹,,,落后,他_了,,,,,
511,886,different,ma²sy²,ma²¹sy²¹,ma²¹ɕy²¹,ma²¹ɕy²¹,ma²¹ɕy²¹,mɑ²¹sy²¹,mɑ²¹ɕy²¹,ma²¹ɕy²¹,ma²¹ɕy²¹,ma²¹ɕy²¹,a²¹ɕy²¹,mɐ²¹ɕy²¹,ma²¹sə²¹,ma²¹ɕy²¹,ma²¹ʃɨ²¹,a²¹sy²¹,ma²¹sə²¹,ma³³sə²¹,m̩²¹sə²¹,,,不同,他们都__,,*[pəŋ˩],,,
510,887,same,sy²,sy²¹,ɕy²¹,ɕy²¹,ɕy²¹,sy²¹,ɕy²¹,ɕy²¹,ɕy²¹,ɕy²¹,ɕy²¹,ɕy²¹,sə²¹,ɕy²¹,ʃɨ²¹,sy²¹,sə²¹,sə²¹,"sə²¹, a²¹ja⁵³",,,一样 (相同),他们都__,su²,*du¹,s,y,2
,888,sticky (a),pɛ³,pɛ³³na̠²¹,,,pɛ³³,pɛ³³,y̠²¹,tso̠̠³³,pu³³,pɛ˞⁴⁴,pɛ˞⁴⁴,,nia⁴²,dzu³³,tsɔ̠³³,,,,,,,粘,它_了,ʔ-nyakᶫ,,p,ɛ,3
,888,sticky (b),ɲa̠ᶫ,pɛ³³na̠²¹,na̠²¹,na̠²¹,,,,,,,,ɲa³³,,,,ɲa³³,ɑ̠²¹,na̠²¹,ɲa²¹,,,粘,它_了,ʔ-nyakᶫ OR maybe ne:k,,ɲ,a̠,L
,889,slick,maŋ³,mu³³,mu³³,mu³³,mu³³,mu³³,mo̠³³tɕʰi̠³³,mɨ³³,mu³³,me³³,ma³³,mu³³,sua³³,ma³³,mɨ³³ti²¹,mɛi²⁴,mɑ³³,ji³³,hua³³liu³³,,,(光)滑,它_了,,,m,aŋ,3
,890,tight,kʰɨ̠H,kʰɨ̠³³,kʰɨ̠³³,,kʰɨ̠³³,kʰɨ̠³³,tɕĩ²¹,kʰɨ³³,tɕĩ²¹,kʰɨ⁴⁴,"tɛ²¹, kʰɨ⁴⁴",kʰɨ⁴⁴,tʃə²¹,kʰɨ³³,kʰɨ³³,kʰɨ³³,"tʰa²¹, tʰaŋ²⁴",a²¹kĩŋ⁵³,tɕin²¹,,,紧 (绑的紧),它_了,,,kʰ,ɨ̠,H
,891,loose,loan,soŋ³³,,,,pʰɛ²¹,xo⁵⁵lo̠³³,so̠ŋ³³,soŋ³³,soŋ³³,soŋ³³,soŋ³³,kʰua⁵⁵,,,soŋ³³,ga²¹,ga²¹,soŋ³³,,,松 (绑的松),它_了,,,,,
561,892,expensive,kʰa̠H,kʰa̠³³,kʰa̠³³,kʰa̠³³,cʰa̠³³,kʰa̠³³,kʰa³³,fi²¹kʰɛ³³,kʰɛ⁴⁴,kʰa⁴⁴,kʰa⁴⁴,kʰa⁴⁴,pʰə²¹kʰa³³,tsʰɿ²¹kʰa³³,pʰə²¹kʰɛ˞³³,kʰa³³,kʰa̠³³,kʰa̠³³,kʰa⁵³,,,贵,它_了,,*kakH(oŋ¹) & *[pɛŋ˥],kʰ,a̠,H
,893,cheap,,fi²¹da⁵⁵,,mɑ²¹fi²¹ni⁵⁵,ma²¹tɕʰi²¹,,ma²¹fi²¹,fi²¹da²⁴,ma²¹kʰɛ⁴⁴,nɤ̪²¹,tsʰɿ²¹da⁴⁴,tɕʰi²¹ma²¹dʐə²¹,pʰi⁵⁵ji³³,pʰi⁵⁵ji³³,pʰə²¹la²⁴,do²⁴,lɛ⁵⁵,poŋ⁵³,lu³³,,,便宜,它_了,,,,,
525,894,correct,,xo⁵⁵,xo⁵⁵,xuɑ⁵⁵,xo⁵⁵,ŋɑ⁵⁵,xo⁵⁵,xua²⁴,tsɛ²⁴,tsɛ˞²⁴,,ŋɐ⁴⁴,ŋa²⁴tsɿ⁵⁵,xɔ²⁴,a²¹tsɿ⁵⁵tsɿ⁵⁵,,dʒu²¹,ka³³tɛ̠²¹,xɨ³³,,,正确,它_了,,*C-t(s)a(w)¹/²,,,
560,895,enough,lo̠ᶫ,lo̠²¹,lo̠²¹,lo̠²¹,lo̠²¹,,lo̠̠²¹,lo̠²¹,lu⁵³,lu⁵⁵ɛ³³,lu⁴⁵,ɛ̃²¹hã⁵³,lu⁴²,lu̠²¹,lɔ̠²¹,lu̠³³,lo̠²¹,lu̠²¹,lo⁵⁵la²¹,,,足够,它_了,,*lokL,l,o̠,L
750.1,896,FAR,vi²,ʝi²¹,ʝi²¹,ʑi²¹,ʝi²¹,jɛ²¹,jɛ²¹,i²¹,ʝi²¹,ʝi²¹,ʝi²¹,ʝi²¹,vei²¹,ʝi²¹,vi²¹,ʝi²¹,və²¹,mi²⁴vu²¹,vai²¹,,,远,它_了,wəy²,*we²,v,i,2
751,897,NEAR,nɛ²,nɛ̤²¹,nɛ²¹,nɛ²¹,nɛ²¹,nɛ̤²¹,nɛ²¹,nɛ̤²¹,nɛ²¹,ɛ˞̃²⁴n̩²¹te³³,"ai³³, nɛ²¹",tɕin⁴⁴,nɛ²¹,nɛ²¹,nɛ˞²¹,ɛi³³,næ²¹,a³³naŋ²¹,ai³³,,,近,它_了,na:y X ney,*b-ni²,n,ɛ,2
