ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
Yang-2011-1014-940,five,493,FIVE,五
Yang-2011-1014-941,six,1703,SIX,六
Yang-2011-1014-942,seven,1704,SEVEN,七
Yang-2011-1014-943,eight,1705,EIGHT,八
Yang-2011-1014-944,nine,1483,NINE,九
Yang-2011-1014-945,ten,1515,TEN,十
Yang-2011-1014-946,eleven,1706,ELEVEN,十一
Yang-2011-1014-947,twelve,1707,TWELVE,十二
Yang-2011-1014-948,twenty,1710,TWENTY,二十
Yang-2011-1014-949,twentyone,1734,TWENTY ONE,二十一
Yang-2011-1014-950,hundred,1634,HUNDRED,百
Yang-2011-1014-951,thousand,1843,THOUSAND,千
Yang-2011-1014-952,half,816,HALF,半 (一半)
Yang-2011-1014-953,bowlful (MW),,,碗
Yang-2011-1014-954,arm spread (2 arms),,,庹(两臂伸直）pai
Yang-2011-1014-955,span (hand-width),,,柞 (拇指-中指)
Yang-2011-1014-956,CLF.times,,,次
Yang-2011-1014-957,1S,1209,I,我
Yang-2011-1014-958,1PL,1212,WE,我们
Yang-2011-1014-959,1PL (inclusive),1131,WE (INCLUSIVE),咱们
Yang-2011-1014-960,2S,1215,THOU,你
Yang-2011-1014-961,2PL,1213,YOU,你们
Yang-2011-1014-962,3S,262,HE OR SHE OR IT,他
Yang-2011-1014-963,3PL,817,THEY,他们
Yang-2011-1014-964,3SR (another),,,其他人／别人
Yang-2011-1014-965,self,1993,SELF,自己
Yang-2011-1014-966,another (thing),197,OTHER,另外
Yang-2011-1014-967,POSS,,,的
Yang-2011-1014-968,this (1),1214,THIS,这 (个)
Yang-2011-1014-969,this kind,,,这种
Yang-2011-1014-970,here (1),136,HERE,这里
Yang-2011-1014-971,that one,78,THAT,那个
Yang-2011-1014-972,that (higher),,,那 (上位)
Yang-2011-1014-973,that (lower),,,那 (下位)
Yang-2011-1014-974,that (far),,,那 (远位)
Yang-2011-1014-975,there,1937,THERE,那里
Yang-2011-1014-976,in front,1883,IN FRONT OF,前面
Yang-2011-1014-977,on the other side,885,OPPOSITE,对面
Yang-2011-1014-978,behind,1686,BEHIND,后面
Yang-2011-1014-979,between,689,BETWEEN,中间
Yang-2011-1014-980,left,244,LEFT,左边
Yang-2011-1014-981,right,1019,RIGHT,右边
Yang-2011-1014-982,beside,1816,BESIDE,旁边
Yang-2011-1014-983,side,682,SIDE,边
Yang-2011-1014-984,upon,1753,TOP,上面
Yang-2011-1014-985,beneath,690,BOTTOM,下面
Yang-2011-1014-986,inside,1606,INSIDE,里面
Yang-2011-1014-987,outside,762,OUTSIDE,外面
Yang-2011-1014-988,everywhere,2999,EVERYWHERE,到处
Yang-2011-1014-989,who?,1235,WHO,谁?
Yang-2011-1014-990,what?,1236,WHAT,什么?
Yang-2011-1014-991,where?,1237,WHERE,哪里?
Yang-2011-1014-992,why?,1270,WHY,为什么?
Yang-2011-1014-993,which (one)?,727,WHICH,哪 (一个)?
Yang-2011-1014-994,how?,1239,HOW,怎么?
Yang-2011-1014-995,how much?,531,HOW MUCH,多少?
Yang-2011-1014-996,now,1376,NOW,现在
Yang-2011-1014-997,just now,84,JUST,刚才
Yang-2011-1014-998,before (sequential),1882,BEFORE,先 (先去)
Yang-2011-1014-999,after,1685,AFTER,后 (后去)
Yang-2011-1014-1000,before (temporal),,,以前
Yang-2011-1014-1001,formerly,2914,ONCE (IN THE PAST),从前
Yang-2011-1014-1002,already,2576,ALREADY,已经
Yang-2011-1014-1003,immediately,1963,IMMEDIATELY,立刻
Yang-2011-1014-1004,frequently,1852,OFTEN,常常 (常常来)
Yang-2011-1014-1005,slowly,2165,SLOWLY,慢慢 (慢慢走)
Yang-2011-1014-1006,quickly,3365,QUICKLY,快快 (快快走)
Yang-2011-1014-1007,very,1311,VERY,很 (很漂亮)
Yang-2011-1014-1008,most,,,最 (最大)
Yang-2011-1014-1009,all,98,ALL,都 (大家都来)
Yang-2011-1014-1010,again,204,AGAIN,再 (明天再来)
Yang-2011-1014-1011,really; certainly,509,CERTAIN,一定 (我一定去)
Yang-2011-1014-1012,not (NEG),1240,NOT,不 (他不来)
Yang-2011-1014-1013,don't,,,别 (别去)
Yang-2011-1014-1014,each other,,,互相
